year,concept_code,concept_name_es,concept_name_en,value,unit,currency,sector_code,sector_name_es,sector_name_en,type,type_name_es,type_name_en,section,series,sector
2004,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2004,F.3,Títulos de deuda,Debt Securities,211789.239,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2004,F.3,Títulos de deuda,Debt Securities,248755.608,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2005,F.3,Títulos de deuda,Debt Securities,314177.802,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2005,F.3,Títulos de deuda,Debt Securities,270044.961,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2006,F.3,Títulos de deuda,Debt Securities,549065.198,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2006,F.3,Títulos de deuda,Debt Securities,562725.244,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2007,F.3,Títulos de deuda,Debt Securities,483144.299,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2007,F.3,Títulos de deuda,Debt Securities,525346.799,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2008,F.3,Títulos de deuda,Debt Securities,417185.15,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2008,F.3,Títulos de deuda,Debt Securities,657638.569,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2009,F.3,Títulos de deuda,Debt Securities,548791.381,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2009,F.3,Títulos de deuda,Debt Securities,-267782.995,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2010,F.3,Títulos de deuda,Debt Securities,393185.429,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2010,F.3,Títulos de deuda,Debt Securities,357031.536,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2011,F.3,Títulos de deuda,Debt Securities,802445.71,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2011,F.3,Títulos de deuda,Debt Securities,846089.182,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2012,F.3,Títulos de deuda,Debt Securities,709806.207,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2012,F.3,Títulos de deuda,Debt Securities,640716.466,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2013,F.3,Títulos de deuda,Debt Securities,819118.069,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2013,F.3,Títulos de deuda,Debt Securities,777111.753,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2014,F.3,Títulos de deuda,Debt Securities,748288.069,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2014,F.3,Títulos de deuda,Debt Securities,933618.054,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2015,F.3,Títulos de deuda,Debt Securities,454802.53,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2015,F.3,Títulos de deuda,Debt Securities,676737.955,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2016,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2016,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2016,F.3,Títulos de deuda,Debt Securities,-36590.063,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2016,F.3,Títulos de deuda,Debt Securities,-75322.45,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2017,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2017,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2017,F.3,Títulos de deuda,Debt Securities,419804.71,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2017,F.3,Títulos de deuda,Debt Securities,491243.834,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2018,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2018,F.3,Títulos de deuda,Debt Securities,479023.661,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2018,F.3,Títulos de deuda,Debt Securities,599427.613,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2019,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2019,F.3,Títulos de deuda,Debt Securities,866275.398,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2019,F.3,Títulos de deuda,Debt Securities,985007.445,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2020,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.13,GG,GG,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,government
2020,F.3,Títulos de deuda,Debt Securities,1291330.425,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2020,F.3,Títulos de deuda,Debt Securities,1350636.712,millions,MXN,S.13,GG,GG,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,government
2003,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2003,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2003,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2003,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2004,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2004,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2004,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2004,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2005,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2006,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2007,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2008,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2009,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2010,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2011,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2012,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2013,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2014,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2015,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
2016,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2016,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,U/A - Uses/Assets,Usos/Activos,Uses/Assets,II.1.1,debt_securities,households
2016,F.3,Títulos de deuda,Debt Securities,0,millions,MXN,S.14,HH,HH,R/P - Resources/Liabilities,Recursos/Pasivos,Resources/Liabilities,II.1.2,debt_securities,households
